pincode,district,state
758084,Kendujhar,Odisha
758085,Kendujhar,Odisha
758086,Kendujhar,Odisha
758087,Kendujhar,Odisha
759001,Dhenkanal,Odisha
759013,Dhenkanal,Odisha
759014,Dhenkanal,Odisha
759015,Dhenkanal,Odisha
759016,Dhenkanal,Odisha
759017,Dhenkanal,Odisha
759018,Dhenkanal,Odisha
759019,Dhenkanal,Odisha
759020,Dhenkanal,Odisha
759021,Dhenkanal,Odisha
759022,Anugul,Odisha
759022,Dhenkanal,Odisha
759023,Dhenkanal,Odisha
759024,Dhenkanal,Odisha
759025,Dhenkanal,Odisha
759026,Dhenkanal,Odisha
759027,Dhenkanal,Odisha
759028,Dhenkanal,Odisha
759029,Dhenkanal,Odisha
759037,Anugul,Odisha
759039,Dhenkanal,Odisha
759040,Anugul,Odisha
759100,Anugul,Odisha
759101,Anugul,Odisha
759102,Anugul,Odisha
759103,Anugul,Odisha
759105,Anugul,Odisha
759106,Anugul,Odisha
759107,Anugul,Odisha
759111,Anugul,Odisha
759116,Anugul,Odisha
759117,Anugul,Odisha
759118,Anugul,Odisha
759119,Anugul,Odisha
759120,Dhenkanal,Odisha
759121,Dhenkanal,Odisha
759122,Anugul,Odisha
759122,Dhenkanal,Odisha
759123,Anugul,Odisha
759124,Anugul,Odisha
759125,Anugul,Odisha
759126,Anugul,Odisha
759127,Anugul,Odisha
759128,Anugul,Odisha
759128,Dhenkanal,Odisha
759129,Anugul,Odisha
759130,Anugul,Odisha
759132,Anugul,Odisha
759141,Anugul,Odisha
759143,Anugul,Odisha
759145,Anugul,Odisha
759146,Dhenkanal,Odisha
759147,Anugul,Odisha
759148,Anugul,Odisha
759149,Anugul,Odisha
759150,Dhenkanal,Odisha
759151,Anugul,Odisha
759151,Dhenkanal,Odisha
760001,Ganjam,Odisha
760002,Ganjam,Odisha
760003,Ganjam,Odisha
760004,Ganjam,Odisha
760005,Ganjam,Odisha
760006,Ganjam,Odisha
760007,Ganjam,Odisha
760008,Ganjam,Odisha
760009,Ganjam,Odisha
760010,Ganjam,Odisha
760011,Ganjam,Odisha
761001,Ganjam,Odisha
761002,Ganjam,Odisha
761003,Ganjam,Odisha
761004,Ganjam,Odisha
761005,Ganjam,Odisha
761006,Ganjam,Odisha
761007,Ganjam,Odisha
761008,Ganjam,Odisha
761009,Ganjam,Odisha
761010,Ganjam,Odisha
761011,Ganjam,Odisha
761012,Ganjam,Odisha
761013,Ganjam,Odisha
761014,Ganjam,Odisha
761015,Gajapati,Odisha
761016,Gajapati,Odisha
761017,Gajapati,Odisha
761018,Ganjam,Odisha
761019,Ganjam,Odisha
761020,Ganjam,Odisha
761025,Ganjam,Odisha
761026,Ganjam,Odisha
761027,Ganjam,Odisha
761028,Ganjam,Odisha
761029,Ganjam,Odisha
761030,Ganjam,Odisha
761031,Ganjam,Odisha
761032,Ganjam,Odisha
761035,Ganjam,Odisha
761037,Ganjam,Odisha
761041,Ganjam,Odisha
761042,Ganjam,Odisha
761043,Ganjam,Odisha
761045,Ganjam,Odisha
761052,Ganjam,Odisha
761054,Ganjam,Odisha
761055,Ganjam,Odisha
761100,Ganjam,Odisha
761101,Ganjam,Odisha
761102,Ganjam,Odisha
761103,Ganjam,Odisha
761104,Ganjam,Odisha
761105,Ganjam,Odisha
761106,Ganjam,Odisha
761107,Ganjam,Odisha
761108,Ganjam,Odisha
761108,Kandhamal,Odisha
761109,Ganjam,Odisha
761110,Ganjam,Odisha
761111,Ganjam,Odisha
761114,Ganjam,Odisha
761115,Ganjam,Odisha
761116,Ganjam,Odisha
761117,Ganjam,Odisha
761118,Ganjam,Odisha
761119,Ganjam,Odisha
761120,Ganjam,Odisha
761121,Ganjam,Odisha
761122,Ganjam,Odisha
761123,Ganjam,Odisha
761124,Ganjam,Odisha
761125,Ganjam,Odisha
761125,Kandhamal,Odisha
761126,Ganjam,Odisha
761131,Ganjam,Odisha
761132,Ganjam,Odisha
761133,Ganjam,Odisha
761140,Ganjam,Odisha
761141,Ganjam,Odisha
761143,Ganjam,Odisha
761144,Ganjam,Odisha
761146,Ganjam,Odisha
761151,Ganjam,Odisha
761151,Kandhamal,Odisha
761200,Gajapati,Odisha
761201,Gajapati,Odisha
761206,Gajapati,Odisha
761207,Gajapati,Odisha
761208,Gajapati,Odisha
761209,Ganjam,Odisha
761210,Gajapati,Odisha
761211,Gajapati,Odisha
761212,Gajapati,Odisha
761213,Gajapati,Odisha
761214,Gajapati,Odisha
761215,Gajapati,Odisha
761217,Gajapati,Odisha
762001,Kandhamal,Odisha
762002,Kandhamal,Odisha
762010,Kandhamal,Odisha
762011,Kandhamal,Odisha
762012,Boudh,Odisha
762012,Kandhamal,Odisha
762013,Boudh,Odisha
762014,Boudh,Odisha
762015,Boudh,Odisha
762016,Boudh,Odisha
762017,Boudh,Odisha
762018,Boudh,Odisha
762019,Kandhamal,Odisha
762020,Boudh,Odisha
762021,Kandhamal,Odisha
762022,Kandhamal,Odisha
762023,Boudh,Odisha
762024,Boudh,Odisha
762026,Boudh,Odisha
762027,Kandhamal,Odisha
762028,Kandhamal,Odisha
762029,Kandhamal,Odisha
762030,Boudh,Odisha
762100,Kandhamal,Odisha
762101,Kandhamal,Odisha
762102,Kandhamal,Odisha
762103,Kandhamal,Odisha
762104,Kandhamal,Odisha
762105,Kandhamal,Odisha
762106,Kandhamal,Odisha
762107,Kandhamal,Odisha
762109,Kandhamal,Odisha
762110,Kandhamal,Odisha
762112,Kandhamal,Odisha
763001,Koraput,Odisha
763002,Koraput,Odisha
763003,Koraput,Odisha
763004,Koraput,Odisha
763008,Koraput,Odisha
764001,Koraput,Odisha
764002,Koraput,Odisha
764002,Nabarangpur,Odisha
764003,Koraput,Odisha
764004,Koraput,Odisha
764005,Koraput,Odisha
764006,Koraput,Odisha
764011,Koraput,Odisha
764014,Koraput,Odisha
764020,Koraput,Odisha
764021,Koraput,Odisha
764027,Koraput,Odisha
764028,Koraput,Odisha
764036,Koraput,Odisha
764037,Koraput,Odisha
764038,Koraput,Odisha
764039,Koraput,Odisha
764040,Koraput,Odisha
764041,Koraput,Odisha
764042,Koraput,Odisha
764043,Koraput,Odisha
764044,Malkangiri,Odisha
764045,Malkangiri,Odisha
764046,Malkangiri,Odisha
764047,Malkangiri,Odisha
764048,Malkangiri,Odisha
764049,Nabarangpur,Odisha
764051,Malkangiri,Odisha
764052,Malkangiri,Odisha
764055,Koraput,Odisha
764056,Koraput,Odisha
764057,Koraput,Odisha
764058,Koraput,Odisha
764059,Nabarangpur,Odisha
764061,Nabarangpur,Odisha
764062,Rayagada,Odisha
764063,Nabarangpur,Odisha
764070,Nabarangpur,Odisha
764071,Nabarangpur,Odisha
764072,Nabarangpur,Odisha
764073,Nabarangpur,Odisha
764074,Nabarangpur,Odisha
764075,Nabarangpur,Odisha
764076,Nabarangpur,Odisha
764077,Nabarangpur,Odisha
764078,Nabarangpur,Odisha
764081,Koraput,Odisha
764085,Nabarangpur,Odisha
764086,Malkangiri,Odisha
764087,Malkangiri,Odisha
764088,Nabarangpur,Odisha
765001,Rayagada,Odisha
765002,Rayagada,Odisha
765010,Rayagada,Odisha
765011,Rayagada,Odisha
765013,Koraput,Odisha
765015,Rayagada,Odisha
765016,Rayagada,Odisha
765017,Rayagada,Odisha
765018,Rayagada,Odisha
765019,Rayagada,Odisha
765020,Rayagada,Odisha
765021,Rayagada,Odisha
765022,Rayagada,Odisha
765023,Rayagada,Odisha
765024,Rayagada,Odisha
765025,Rayagada,Odisha
765026,Rayagada,Odisha
765029,Rayagada,Odisha
765033,Rayagada,Odisha
765034,Rayagada,Odisha
766001,Kalahandi,Odisha
766002,Kalahandi,Odisha
766003,Kalahandi,Odisha
766011,Kalahandi,Odisha
766012,Kalahandi,Odisha
766013,Kalahandi,Odisha
766014,Kalahandi,Odisha
766015,Kalahandi,Odisha
766016,Kalahandi,Odisha
766017,Kalahandi,Odisha
766018,Kalahandi,Odisha
766019,Kalahandi,Odisha
766020,Kalahandi,Odisha
766023,Kalahandi,Odisha
766026,Kalahandi,Odisha
766027,Kalahandi,Odisha
766028,Kalahandi,Odisha
766029,Kalahandi,Odisha
766031,Kalahandi,Odisha
766032,Kalahandi,Odisha
766036,Kalahandi,Odisha
766037,Kalahandi,Odisha
766100,Kalahandi,Odisha
766101,Kalahandi,Odisha
766102,Kalahandi,Odisha
766103,Kalahandi,Odisha
766104,Nuapada,Odisha
766105,Nuapada,Odisha
766106,Nuapada,Odisha
766107,Nuapada,Odisha
766108,Nuapada,Odisha
766110,Kalahandi,Odisha
766111,Nuapada,Odisha
766118,Nuapada,Odisha
767001,Balangir,Odisha
767002,Balangir,Odisha
767016,Balangir,Odisha
767016,Sonepur,Odisha
767017,Sonepur,Odisha
767018,Sonepur,Odisha
767019,Sonepur,Odisha
767020,Balangir,Odisha
767020,Sonepur,Odisha
767021,Balangir,Odisha
767022,Balangir,Odisha
767023,Sonepur,Odisha
767024,Balangir,Odisha
767025,Balangir,Odisha
767026,Balangir,Odisha
767027,Balangir,Odisha
767028,Balangir,Odisha
767029,Balangir,Odisha
767030,Balangir,Odisha
767032,Balangir,Odisha
767033,Balangir,Odisha
767035,Balangir,Odisha
767037,Balangir,Odisha
767038,Balangir,Odisha
767039,Balangir,Odisha
767040,Balangir,Odisha
767040,Puri,Odisha
767041,Balangir,Odisha
767042,Balangir,Odisha
767045,Sonepur,Odisha
767046,Balangir,Odisha
767048,Balangir,Odisha
767060,Balangir,Odisha
767061,Balangir,Odisha
767062,Sonepur,Odisha
767065,Balangir,Odisha
767066,Balangir,Odisha
767067,Balangir,Odisha
767068,Sonepur,Odisha
767070,Balangir,Odisha
767071,Balangir,Odisha
768001,Sambalpur,Odisha
768002,Sambalpur,Odisha
768003,Sambalpur,Odisha
768004,Sambalpur,Odisha
768005,Sambalpur,Odisha
768006,Sambalpur,Odisha
768007,Sambalpur,Odisha
768016,Sambalpur,Odisha
768017,Sambalpur,Odisha
768018,Sambalpur,Odisha
768019,Sambalpur,Odisha
768020,Sambalpur,Odisha
768024,Sambalpur,Odisha
768025,Sambalpur,Odisha
768027,Bargarh,Odisha
768028,Bargarh,Odisha
768029,Bargarh,Odisha
768030,Bargarh,Odisha
768031,Bargarh,Odisha
768032,Bargarh,Odisha
768033,Bargarh,Odisha
768034,Bargarh,Odisha
768035,Bargarh,Odisha
768036,Bargarh,Odisha
768037,Bargarh,Odisha
768038,Bargarh,Odisha
768039,Bargarh,Odisha
768040,Bargarh,Odisha
768042,Bargarh,Odisha
768045,Bargarh,Odisha
768048,Bargarh,Odisha
768049,Bargarh,Odisha
768050,Bargarh,Odisha
768052,Bargarh,Odisha
768053,Bargarh,Odisha
768102,Bargarh,Odisha
768103,Bargarh,Odisha
768104,Bargarh,Odisha
768105,Sambalpur,Odisha
768106,Sambalpur,Odisha
768107,Deogarh,Odisha
768107,Sambalpur,Odisha
768108,Deogarh,Odisha
768109,Deogarh,Odisha
768109,Sambalpur,Odisha
768110,Deogarh,Odisha
768111,Bargarh,Odisha
768112,Sambalpur,Odisha
768113,Sambalpur,Odisha
768115,Bargarh,Odisha
768118,Sambalpur,Odisha
768119,Deogarh,Odisha
768121,Deogarh,Odisha
768200,Sambalpur,Odisha
768201,Jharsuguda,Odisha
768202,Jharsuguda,Odisha
768203,Jharsuguda,Odisha
768204,Jharsuguda,Odisha
768210,Sambalpur,Odisha
768211,Jharsuguda,Odisha
768212,Sambalpur,Odisha
768213,Jharsuguda,Odisha
768214,Jharsuguda,Odisha
768214,Sambalpur,Odisha
768215,Jharsuguda,Odisha
768216,Jharsuguda,Odisha
768217,Jharsuguda,Odisha
768218,Jharsuguda,Odisha
768219,Jharsuguda,Odisha
768220,Jharsuguda,Odisha
768221,Jharsuguda,Odisha
768221,Sambalpur,Odisha
768222,Sambalpur,Odisha
768224,Sambalpur,Odisha
768225,Jharsuguda,Odisha
768226,Jharsuguda,Odisha
768227,Jharsuguda,Odisha
768227,Sambalpur,Odisha
768228,Sambalpur,Odisha
768228,Sundargarh,Odisha
768233,Jharsuguda,Odisha
768234,Jharsuguda,Odisha
769001,Sundargarh,Odisha
769002,Sundargarh,Odisha
769003,Sundargarh,Odisha
769004,Sundargarh,Odisha
769005,Sundargarh,Odisha
769006,Sundargarh,Odisha
769007,Sundargarh,Odisha
769008,Sundargarh,Odisha
769009,Sundargarh,Odisha
769010,Sundargarh,Odisha
769011,Sundargarh,Odisha
769012,Sundargarh,Odisha
769013,Sundargarh,Odisha
769014,Sundargarh,Odisha
769015,Sundargarh,Odisha
769016,Sundargarh,Odisha
769017,Sundargarh,Odisha
769042,Sundargarh,Odisha
769043,Sundargarh,Odisha
770001,Sundargarh,Odisha
770002,Sundargarh,Odisha
770011,Sundargarh,Odisha
770012,Sundargarh,Odisha
770013,Sundargarh,Odisha
770014,Sundargarh,Odisha
770015,Sundargarh,Odisha
770016,Sundargarh,Odisha
770017,Sundargarh,Odisha
770018,Sundargarh,Odisha
770019,Sundargarh,Odisha
770020,Sundargarh,Odisha
770021,Sundargarh,Odisha
770022,Sundargarh,Odisha
770023,Sundargarh,Odisha
770024,Sundargarh,Odisha
770025,Sundargarh,Odisha
770031,Sundargarh,Odisha
770032,Sundargarh,Odisha
770033,Sundargarh,Odisha
770034,Sundargarh,Odisha
770035,Sundargarh,Odisha
770036,Sundargarh,Odisha
770037,Sundargarh,Odisha
770038,Sundargarh,Odisha
770039,Sundargarh,Odisha
770040,Sundargarh,Odisha
770041,Sundargarh,Odisha
770042,Sundargarh,Odisha
770043,Sundargarh,Odisha
770044,Sundargarh,Odisha
770046,Sundargarh,Odisha
770048,Sundargarh,Odisha
770051,Sundargarh,Odisha
770052,Sundargarh,Odisha
770070,Sundargarh,Odisha
770072,Sundargarh,Odisha
770073,Sundargarh,Odisha
770074,Sundargarh,Odisha
770075,Sundargarh,Odisha
770076,Sundargarh,Odisha
781001,Kamrup Metro,Assam
781002,Kamrup Metro,Assam
781003,Kamrup Metro,Assam
781004,Kamrup Metro,Assam
781005,Kamrup Metro,Assam
781006,Kamrup Metro,Assam
781007,Kamrup Metro,Assam
781008,Kamrup Metro,Assam
781009,Kamrup Metro,Assam
781010,Kamrup Metro,Assam
781011,Kamrup Metro,Assam
781012,Kamrup Metro,Assam
781013,Kamrup Metro,Assam
781014,Kamrup Metro,Assam
781015,Kamrup Metro,Assam
781016,Kamrup Metro,Assam
781017,Kamrup Metro,Assam
781018,Kamrup Metro,Assam
781019,Kamrup Metro,Assam
781020,Kamrup Metro,Assam
781021,Kamrup Metro,Assam
781022,Kamrup Metro,Assam
781023,Kamrup Metro,Assam
781024,Kamrup Metro,Assam
781025,Kamrup Metro,Assam
781026,Kamrup Metro,Assam
781027,Kamrup Metro,Assam
781028,Kamrup Metro,Assam
781029,Kamrup Metro,Assam
781029,Ri Bhoi,Meghalaya
781030,Kamrup,Assam
781031,Kamrup,Assam
781032,Kamrup Metro,Assam
781033,Kamrup Metro,Assam
781034,Kamrup Metro,Assam
781035,Kamrup Metro,Assam
781036,Kamrup Metro,Assam
781037,Kamrup Metro,Assam
781038,Kamrup Metro,Assam
781039,Kamrup,Assam
781040,Kamrup Metro,Assam
781101,Kamrup,Assam
781102,Kamrup,Assam
781103,Kamrup,Assam
781104,Kamrup,Assam
781120,Kamrup,Assam
781121,Kamrup,Assam
781122,Kamrup,Assam
781123,Kamrup,Assam
781124,Kamrup,Assam
781125,Kamrup,Assam
781126,Nalbari,Assam
781127,Kamrup,Assam
781128,Kamrup,Assam
781128,Kamrup Metro,Assam
781129,Kamrup,Assam
781131,Kamrup,Assam
781131,Ri Bhoi,Meghalaya
781132,Kamrup,Assam
781133,Kamrup,Assam
781134,Kamrup,Assam
781135,Kamrup,Assam
781136,Kamrup,Assam
781137,Kamrup,Assam
781138,Nalbari,Assam
781141,Kamrup,Assam
781150,Kamrup Metro,Assam
781171,Kamrup Metro,Assam
781301,Barpeta,Assam
781302,Barpeta,Assam
781303,Nalbari,Assam
781304,Nalbari,Assam
781305,Barpeta,Assam
781306,Nalbari,Assam
781307,Barpeta,Assam
781308,Barpeta,Assam
781309,Barpeta,Assam
781310,Nalbari,Assam
781311,Barpeta,Assam
781312,Nalbari,Assam
781313,Bajali,Assam
781313,Barpeta,Assam
781314,Barpeta,Assam
781315,Barpeta,Assam
781316,Barpeta,Assam
781317,Barpeta,Assam
781318,Barpeta,Assam
781319,Barpeta,Assam
781320,Baksa,Assam
781320,Barpeta,Assam
781321,Barpeta,Assam
781325,Bajali,Assam
781325,Barpeta,Assam
781326,Bajali,Assam
781327,Baksa,Assam
781328,Bajali,Assam
781329,Barpeta,Assam
781330,Baksa,Assam
781333,Baksa,Assam
781334,Nalbari,Assam
781335,Nalbari,Assam
781337,Nalbari,Assam
781338,Nalbari,Assam
781339,Nalbari,Assam
781340,Nalbari,Assam
781341,Nalbari,Assam
781343,Baksa,Assam
781344,Baksa,Assam
781346,Baksa,Assam
781347,Nalbari,Assam
781348,Nalbari,Assam
781349,Nalbari,Assam
781350,Nalbari,Assam
781351,Nalbari,Assam
781352,Barpeta,Assam
781353,Nalbari,Assam
781354,Kamrup,Assam
781355,Baksa,Assam
781355,Nalbari,Assam
781360,Baksa,Assam
781364,Baksa,Assam
781365,Baksa,Assam
781365,Kamrup,Assam
781366,Baksa,Assam
781367,Baksa,Assam
781368,Baksa,Assam
781369,Nalbari,Assam
781370,Nalbari,Assam
781371,Bajali,Assam
781371,Nalbari,Assam
781372,Baksa,Assam
781373,Baksa,Assam
781374,Nalbari,Assam
781375,Bajali,Assam
781376,Baksa,Assam
781376,Kamrup,Assam
781377,Baksa,Assam
781378,Nalbari,Assam
781380,Kamrup,Assam
781381,Kamrup,Assam
781382,Kamrup,Assam
782001,Nagaon,Assam
782002,Nagaon,Assam
782003,Nagaon,Assam
782101,Nagaon,Assam
782102,Nagaon,Assam
782103,Marigaon,Assam
782103,Nagaon,Assam
782104,Marigaon,Assam
782105,Marigaon,Assam
782106,Marigaon,Assam
782106,Nagaon,Assam
782120,Nagaon,Assam
782121,Marigaon,Assam
782122,Nagaon,Assam
782123,Nagaon,Assam
782124,Nagaon,Assam
782125,Nagaon,Assam
782126,Marigaon,Assam
782126,Nagaon,Assam
782127,Marigaon,Assam
782128,Nagaon,Assam
782135,Nagaon,Assam
782136,Karbi Anglong,Assam
782136,Nagaon,Assam
782137,Nagaon,Assam
782138,Nagaon,Assam
782139,Nagaon,Assam
782140,Nagaon,Assam
782141,Nagaon,Assam
782142,Nagaon,Assam
782143,Nagaon,Assam
782144,Nagaon,Assam
782401,Kamrup Metro,Assam
782402,Kamrup Metro,Assam
782403,Kamrup Metro,Assam
782410,Marigaon,Assam
782410,Ri Bhoi,Meghalaya
782411,Kamrup Metro,Assam
782411,Marigaon,Assam
782412,Marigaon,Assam
782413,Marigaon,Assam
782413,West Karbi Anglong,Assam
782425,Karbi Anglong,Assam
782425,Nagaon,Assam
782426,Nagaon,Assam
782427,Nagaon,Assam
782428,Hojai,Assam
782429,Hojai,Assam
782435,Hojai,Assam
782435,West Karbi Anglong,Assam
782436,Karbi Anglong,Assam
782439,Hojai,Assam
782440,Hojai,Assam
782441,Karbi Anglong,Assam
782442,Hojai,Assam
782445,Hojai,Assam
782446,Hojai,Assam
782447,Hojai,Assam
782447,Karbi Anglong,Assam
782448,Cachar,Assam
782448,West Karbi Anglong,Assam
782450,Nagaon,Assam
782450,West Karbi Anglong,Assam
782460,Karbi Anglong,Assam
782461,Karbi Anglong,Assam
782462,Karbi Anglong,Assam
782470,Karbi Anglong,Assam
782480,Karbi Anglong,Assam
782481,Hojai,Assam
782481,Karbi Anglong,Assam
782482,Karbi Anglong,Assam
782485,West Karbi Anglong,Assam
782486,West Karbi Anglong,Assam
782490,Karbi Anglong,Assam
783101,Barpeta,Assam
783101,Goalpara,Assam
783120,Goalpara,Assam
783122,Goalpara,Assam
783123,Dhubri,Assam
783123,Goalpara,Assam
783124,Goalpara,Assam
783125,Goalpara,Assam
783126,Goalpara,Assam
783127,South Salmara Mancachar,Assam
783128,South Salmara Mancachar,Assam
783129,Goalpara,Assam
783130,Goalpara,Assam
783131,South Salmara Mancachar,Assam
783132,Dhubri,Assam
783132,Goalpara,Assam
783133,Goalpara,Assam
783134,Goalpara,Assam
783135,South Salmara Mancachar,Assam
783136,South Salmara Mancachar,Assam
783301,Dhubri,Assam
783323,Dhubri,Assam
783323,South Salmara Mancachar,Assam
783324,Dhubri,Assam
783325,Dhubri,Assam
783330,Dhubri,Assam
783331,Dhubri,Assam
783331,Kokrajhar,Assam
783332,Dhubri,Assam
783332,Kokrajhar,Assam
783333,Dhubri,Assam
783333,Kokrajhar,Assam
783334,Dhubri,Assam
783335,Dhubri,Assam
783336,Kokrajhar,Assam
783337,Dhubri,Assam
783339,Dhubri,Assam
783345,Kokrajhar,Assam
783346,Kokrajhar,Assam
783347,Kokrajhar,Assam
783348,Dhubri,Assam
783349,Dhubri,Assam
783349,Kokrajhar,Assam
783350,Kokrajhar,Assam
783354,Kokrajhar,Assam
783360,Kokrajhar,Assam
783361,Kokrajhar,Assam
783369,Kokrajhar,Assam
783370,Kokrajhar,Assam
783371,Bongaigaon,Assam
783371,Dhubri,Assam
783372,Chirang,Assam
783373,Chirang,Assam
783373,Kokrajhar,Assam
783375,Chirang,Assam
783376,Kokrajhar,Assam
783380,Bongaigaon,Assam
783381,Bongaigaon,Assam
783382,Bongaigaon,Assam
783383,Bongaigaon,Assam
783384,Bongaigaon,Assam
783385,Chirang,Assam
783386,Chirang,Assam
783388,Bongaigaon,Assam
783389,Bongaigaon,Assam
783390,Chirang,Assam
783391,Bongaigaon,Assam
783391,Chirang,Assam
783392,Bongaigaon,Assam
783393,Chirang,Assam
783394,Chirang,Assam
784001,Sonitpur,Assam
784010,Sonitpur,Assam
784025,Sonitpur,Assam
784026,Sonitpur,Assam
784027,Sonitpur,Assam
784028,Sonitpur,Assam
784101,Sonitpur,Assam
784102,Sonitpur,Assam
784103,Sonitpur,Assam
784104,Sonitpur,Assam
784105,Sonitpur,Assam
784110,Sonitpur,Assam
784111,Sonitpur,Assam
784112,Sonitpur,Assam
784113,Udalguri,Assam
784114,Darrang,Assam
784114,Udalguri,Assam
784115,Darrang,Assam
784116,Darrang,Assam
784117,Sonitpur,Assam
784125,Darrang,Assam
784144,Darrang,Assam
784145,Darrang,Assam
784146,Darrang,Assam
784147,Darrang,Assam
784148,Darrang,Assam
784149,Sonitpur,Assam
784150,Sonitpur,Assam
784153,Sonitpur,Assam
784154,Sonitpur,Assam
784160,Lakhimpur,Assam
784161,Lakhimpur,Assam
784163,Lakhimpur,Assam
784164,Lakhimpur,Assam
784165,Lakhimpur,Assam
784166,Biswanath,Assam
784167,Biswanath,Assam
784168,Biswanath,Assam
784169,Biswanath,Assam
784170,Biswanath,Assam
784171,Biswanath,Assam
784172,Biswanath,Assam
784173,Biswanath,Assam
784174,Biswanath,Assam
784175,Biswanath,Assam
784176,Biswanath,Assam
784177,Biswanath,Assam
784178,Biswanath,Assam
784179,Biswanath,Assam
784180,Sonitpur,Assam
784182,Sonitpur,Assam
784184,Biswanath,Assam
